"site_ID","M_YEAR","total_abund","site_rel_SR","garden_long_grass_area","garden_ivy","garden_long_grass","garden_direction","garden_size","Urban_100m","Arable_100m","Woodland_100m","Grassland_100m","Urban_250m","Arable_250m","Woodland_250m","Grassland_250m","Urban_500m","Arable_500m","Woodland_500m","Grassland_500m","n_days"
10,2021,84.9874580858871,0.25,50,1,1,5,4,0.641629308050642,0.358370691949358,0,0,0.508197710506952,0.491802289493048,0,0,0.192223178588632,0.6469916384315,0.0504273847825075,0.110357798197361,28
11,2016,118.641095950511,0.294117647058824,0,1,2,1,3,0.751325877307455,0.248674122692545,0,0,0.587428166182242,0.364721170890593,0.00887360666575196,0.0389770562614123,0.433949981707865,0.472638082737496,0.00768097955763201,0.085730955997007,22
12,2017,57.9394113940078,0.210526315789474,1,2,2,5,1,0.99996820843281,0.000031791567189737,0,0,0.821708797631,0.178191248007282,0,0,0.588715053777875,0.270554667866793,0,0.00399013963276076,10
13,2019,735.661549344414,0.4375,0,2,2,5,1,0.954333593128527,0,0,0.0456664068714727,0.872804916471456,0,0,0.127195083528544,0.780535255505641,0.0392852525456214,0,0.144414069475829,41
13,2020,319.917255640755,0.4375,0,2,2,5,1,0.954333593128527,0,0,0.0456664068714727,0.872804916471456,0,0,0.127195083528544,0.780535255505641,0.0392852525456214,0,0.144414069475829,39
13,2021,599.734705253568,0.375,0,2,2,5,1,0.954333593128527,0,0,0.0456664068714727,0.872804916471456,0,0,0.127195083528544,0.780535255505641,0.0392852525456214,0,0.144414069475829,55
14,2016,96.8323608728521,0.263157894736842,0,1,2,8,3,0.0857762817594002,0,0,0.9142237182406,0.216165080488662,0.035123328314097,0.00693860406754927,0.741772987129692,0.0691593738531895,0.0670795904164691,0.0710979367883916,0.79266309894195,10
14,2017,87.4416446844102,0.157894736842105,0,1,2,8,3,0.0857762817594002,0,0,0.9142237182406,0.216165080488662,0.035123328314097,0.00693860406754927,0.741772987129692,0.0691593738531895,0.0670795904164691,0.0710979367883916,0.79266309894195,14
14,2019,99.5258178423303,0.263157894736842,0,1,2,8,3,0.0857762817594002,0,0,0.9142237182406,0.216165080488662,0.035123328314097,0.00693860406754927,0.741772987129692,0.0691593738531895,0.0670795904164691,0.0710979367883916,0.79266309894195,14
14,2020,217.057743615132,0.210526315789474,0,1,2,8,3,0.0857762817594002,0,0,0.9142237182406,0.216165080488662,0.035123328314097,0.00693860406754927,0.741772987129692,0.0691593738531895,0.0670795904164691,0.0710979367883916,0.79266309894195,23
